2.422244995832443237e-01,1.579329371452331543e-01,1.503091752529144287e-01,2.985521852970123291e-01,1.509812325239181519e-01
2.300360053777694702e-01,9.952662885189056396e-02,1.171339824795722961e-01,4.478427469730377197e-01,1.054606437683105469e-01
1.909133493900299072e-01,1.015607565641403198e-01,1.024425178766250610e-01,5.168487429618835449e-01,8.823458850383758545e-02
4.198386371135711670e-01,1.104693487286567688e-01,1.093075051903724670e-01,2.318111360073089600e-01,1.285734772682189941e-01
3.293830156326293945e-01,1.107926219701766968e-01,9.989035874605178833e-02,3.655035793781280518e-01,9.443045407533645630e-02
2.876459658145904541e-01,9.512392431497573853e-02,9.699210524559020996e-02,4.168485999107360840e-01,1.033893972635269165e-01
4.775134623050689697e-01,1.033108755946159363e-01,1.040737852454185486e-01,2.051436156034469604e-01,1.099582612514495850e-01
3.999400734901428223e-01,1.027648523449897766e-01,1.068898960947990417e-01,2.832351624965667725e-01,1.071700006723403931e-01
2.484537065029144287e-01,1.808498203754425049e-01,1.707373559474945068e-01,2.255919426679611206e-01,1.743672192096710205e-01
3.522385656833648682e-01,1.949471384286880493e-01,1.023520156741142273e-01,1.827714443206787109e-01,1.676908582448959351e-01
3.728608191013336182e-01,1.702579557895660400e-01,4.889752715826034546e-02,2.017630040645599365e-01,2.062206715345382690e-01
2.379361987113952637e-01,1.462272703647613525e-01,2.796336263418197632e-02,4.245374500751495361e-01,1.633356660604476929e-01
5.129604339599609375e-01,1.467901766300201416e-01,8.192776143550872803e-02,1.055192574858665466e-01,1.528023779392242432e-01
4.822749793529510498e-01,1.506486088037490845e-01,4.850867018103599548e-02,1.798151135444641113e-01,1.387526094913482666e-01
3.424664735794067383e-01,1.701243817806243896e-01,3.751429170370101929e-02,2.847449779510498047e-01,1.651498824357986450e-01
5.795628428459167480e-01,1.220409646630287170e-01,7.829928398132324219e-02,9.714639931917190552e-02,1.229504123330116272e-01
5.318447351455688477e-01,1.396803557872772217e-01,5.637437850236892700e-02,1.402198076248168945e-01,1.318807750940322876e-01
2.682342827320098877e-01,1.953426450490951538e-01,1.512172818183898926e-01,1.965057104825973511e-01,1.887001544237136841e-01
2.939290404319763184e-01,1.733397990465164185e-01,1.894649267196655273e-01,1.567043811082839966e-01,1.865618377923965454e-01
2.867403328418731689e-01,1.796870678663253784e-01,1.410913765430450439e-01,2.027798295021057129e-01,1.897013634443283081e-01
2.805856764316558838e-01,1.965318620204925537e-01,9.576617926359176636e-02,1.981051266193389893e-01,2.290110886096954346e-01
4.458242058753967285e-01,1.172477230429649353e-01,1.450846195220947266e-01,1.487056910991668701e-01,1.431377083063125610e-01
4.103240668773651123e-01,1.310372352600097656e-01,1.481467932462692261e-01,1.511157453060150146e-01,1.593761593103408813e-01
3.285633623600006104e-01,2.206520736217498779e-01,9.597270935773849487e-02,2.130279392004013062e-01,1.417838782072067261e-01
4.723518490791320801e-01,1.366275548934936523e-01,1.550141572952270508e-01,1.197907254099845886e-01,1.162157207727432251e-01
4.283038675785064697e-01,1.448528170585632324e-01,1.529222279787063599e-01,1.442773193120956421e-01,1.296436786651611328e-01
2.331696897745132446e-01,1.905190795660018921e-01,1.916693150997161865e-01,1.943913102149963379e-01,1.902505457401275635e-01
1.773481369018554688e-01,1.139013096690177917e-01,1.902102231979370117e-01,3.451502621173858643e-01,1.733900159597396851e-01
1.297029107809066772e-01,9.712414443492889404e-02,1.436874568462371826e-01,4.726543426513671875e-01,1.568311303853988647e-01
1.137722954154014587e-01,7.089412957429885864e-02,1.304017007350921631e-01,5.570042729377746582e-01,1.279275864362716675e-01
3.053707480430603027e-01,4.779560118913650513e-02,1.785542517900466919e-01,2.987405061721801758e-01,1.695388704538345337e-01
2.076596319675445557e-01,4.429387673735618591e-02,1.296682953834533691e-01,4.689666330814361572e-01,1.494115591049194336e-01
1.592340469360351562e-01,5.415627360343933105e-02,1.341160088777542114e-01,4.940394461154937744e-01,1.584542393684387207e-01
4.085637032985687256e-01,3.385505452752113342e-02,1.659852862358093262e-01,2.226197719573974609e-01,1.689761579036712646e-01
3.157002627849578857e-01,3.962181136012077332e-02,1.769894659519195557e-01,3.155264258384704590e-01,1.521620452404022217e-01
2.071401178836822510e-01,1.517086476087570190e-01,1.967279613018035889e-01,2.542990744113922119e-01,1.901241987943649292e-01
2.390250116586685181e-01,1.498097032308578491e-01,1.561803668737411499e-01,2.095143795013427734e-01,2.454705685377120972e-01
1.763433814048767090e-01,1.601505577564239502e-01,7.339216023683547974e-02,3.348506689071655273e-01,2.552632093429565430e-01
1.251712888479232788e-01,1.367311179637908936e-01,4.548265039920806885e-02,4.922625720500946045e-01,2.003523558378219604e-01
3.542892932891845703e-01,7.496228814125061035e-02,1.543528139591217041e-01,1.460609287023544312e-01,2.703347504138946533e-01
2.871200144290924072e-01,8.780861645936965942e-02,8.961070328950881958e-02,2.717700600624084473e-01,2.636906206607818604e-01
1.702347695827484131e-01,1.089664995670318604e-01,6.229988858103752136e-02,4.459630250930786133e-01,2.125357985496520996e-01
4.611424803733825684e-01,4.591010138392448425e-02,1.426103413105010986e-01,1.455712914466857910e-01,2.047657966613769531e-01
4.158707261085510254e-01,5.715277791023254395e-02,9.843674302101135254e-02,1.960030347108840942e-01,2.325367331504821777e-01
2.109280228614807129e-01,1.788688749074935913e-01,1.768125444650650024e-01,2.043527364730834961e-01,2.290377914905548096e-01
8.426514267921447754e-02,1.538739055395126343e-01,2.984123826026916504e-01,2.228651791810989380e-01,2.405834048986434937e-01
5.148116871714591980e-02,1.908448636531829834e-01,2.386957854032516479e-01,2.845940887928009033e-01,2.343840301036834717e-01
3.327979892492294312e-02,2.414277642965316772e-01,1.270639598369598389e-01,3.154889643192291260e-01,2.827395796775817871e-01
8.535945415496826172e-02,8.253571391105651855e-02,3.660589456558227539e-01,2.453990280628204346e-01,2.206468284130096436e-01
6.518512964248657227e-02,1.048346981406211853e-01,2.704730033874511719e-01,2.321177870035171509e-01,3.273893892765045166e-01
4.902899265289306641e-02,1.450667232275009155e-01,1.536127328872680664e-01,3.357764184474945068e-01,3.165150582790374756e-01
9.879479557275772095e-02,7.148747891187667847e-02,3.700243532657623291e-01,2.311979234218597412e-01,2.284954637289047241e-01
8.213733136653900146e-02,9.838390350341796875e-02,3.413904905319213867e-01,2.464143186807632446e-01,2.316739708185195923e-01
1.097290590405464172e-01,1.891063749790191650e-01,2.626991569995880127e-01,2.180742621421813965e-01,2.203912138938903809e-01
1.746547967195510864e-01,1.800083965063095093e-01,1.521046012639999390e-01,2.838829755783081055e-01,2.093492299318313599e-01
1.543092280626296997e-01,1.867362558841705322e-01,1.394556164741516113e-01,3.955444097518920898e-01,1.239544823765754700e-01
1.322052776813507080e-01,1.699862182140350342e-01,1.414793133735656738e-01,4.199533164501190186e-01,1.363757848739624023e-01
1.632597148418426514e-01,1.498459577560424805e-01,1.933116763830184937e-01,2.936710417270660400e-01,1.999115496873855591e-01
1.345318555831909180e-01,1.347397565841674805e-01,1.297402977943420410e-01,4.381640255451202393e-01,1.628241688013076782e-01
