-3.559032440185546875e+00,-5.949962615966796875e+00,-6.024538516998291016e+00,-3.386020421981811523e+00,-5.354789733886718750e+00,-3.559032440185546875e+00,-5.949962615966796875e+00,-6.024538516998291016e+00,-3.386020421981811523e+00,-5.354789733886718750e+00,-3.559032440185546875e+00,-5.949962615966796875e+00,-6.024538516998291016e+00,-3.386020421981811523e+00,-5.354789733886718750e+00,-3.559032440185546875e+00,-5.949962615966796875e+00,-6.024538516998291016e+00,-3.386020421981811523e+00,-5.354789733886718750e+00,-3.559032440185546875e+00,-5.949962615966796875e+00,-6.024538516998291016e+00,-3.386020421981811523e+00,-5.354789733886718750e+00
-3.351262331008911133e+00,-5.994392395019531250e+00,-6.475415706634521484e+00,-3.894594192504882812e+00,-5.956946372985839844e+00,-3.351262331008911133e+00,-5.994392395019531250e+00,-6.475415706634521484e+00,-3.894594192504882812e+00,-5.956946372985839844e+00,-3.351262331008911133e+00,-5.994392395019531250e+00,-6.475415706634521484e+00,-3.894594192504882812e+00,-5.956946372985839844e+00,-3.351262331008911133e+00,-5.994392395019531250e+00,-6.475415706634521484e+00,-3.894594192504882812e+00,-5.956946372985839844e+00,-3.351262331008911133e+00,-5.994392395019531250e+00,-6.475415706634521484e+00,-3.894594192504882812e+00,-5.956946372985839844e+00
-2.078040122985839844e+00,-4.736429691314697266e+00,-6.387399196624755859e+00,-4.531159877777099609e+00,-5.435722827911376953e+00,-2.078040122985839844e+00,-4.736429691314697266e+00,-6.387399196624755859e+00,-4.531159877777099609e+00,-5.435722827911376953e+00,-2.078040122985839844e+00,-4.736429691314697266e+00,-6.387399196624755859e+00,-4.531159877777099609e+00,-5.435722827911376953e+00,-2.078040122985839844e+00,-4.736429691314697266e+00,-6.387399196624755859e+00,-4.531159877777099609e+00,-5.435722827911376953e+00,-2.078040122985839844e+00,-4.736429691314697266e+00,-6.387399196624755859e+00,-4.531159877777099609e+00,-5.435722827911376953e+00
-4.175765037536621094e+00,-6.276626110076904297e+00,-6.022551536560058594e+00,-3.096335172653198242e+00,-5.594652175903320312e+00,-4.175765037536621094e+00,-6.276626110076904297e+00,-6.022551536560058594e+00,-3.096335172653198242e+00,-5.594652175903320312e+00,-4.175765037536621094e+00,-6.276626110076904297e+00,-6.022551536560058594e+00,-3.096335172653198242e+00,-5.594652175903320312e+00,-4.175765037536621094e+00,-6.276626110076904297e+00,-6.022551536560058594e+00,-3.096335172653198242e+00,-5.594652175903320312e+00,-4.175765037536621094e+00,-6.276626110076904297e+00,-6.022551536560058594e+00,-3.096335172653198242e+00,-5.594652175903320312e+00
-3.801352977752685547e+00,-6.445974826812744141e+00,-6.047172069549560547e+00,-4.140780448913574219e+00,-5.591767311096191406e+00,-3.801352977752685547e+00,-6.445974826812744141e+00,-6.047172069549560547e+00,-4.140780448913574219e+00,-5.591767311096191406e+00,-3.801352977752685547e+00,-6.445974826812744141e+00,-6.047172069549560547e+00,-4.140780448913574219e+00,-5.591767311096191406e+00,-3.801352977752685547e+00,-6.445974826812744141e+00,-6.047172069549560547e+00,-4.140780448913574219e+00,-5.591767311096191406e+00,-3.801352977752685547e+00,-6.445974826812744141e+00,-6.047172069549560547e+00,-4.140780448913574219e+00,-5.591767311096191406e+00
-5.397082328796386719e+00,-5.250133037567138672e+00,-5.386959552764892578e+00,-4.065500736236572266e+00,-2.521031618118286133e+00,-5.397082328796386719e+00,-5.250133037567138672e+00,-5.386959552764892578e+00,-4.065500736236572266e+00,-2.521031618118286133e+00,-5.397082328796386719e+00,-5.250133037567138672e+00,-5.386959552764892578e+00,-4.065500736236572266e+00,-2.521031618118286133e+00,-5.397082328796386719e+00,-5.250133037567138672e+00,-5.386959552764892578e+00,-4.065500736236572266e+00,-2.521031618118286133e+00,-5.397082328796386719e+00,-5.250133037567138672e+00,-5.386959552764892578e+00,-4.065500736236572266e+00,-2.521031618118286133e+00
-4.815228462219238281e+00,-6.245331764221191406e+00,-5.539783477783203125e+00,-2.763994693756103516e+00,-3.694120645523071289e+00,-4.815228462219238281e+00,-6.245331764221191406e+00,-5.539783477783203125e+00,-2.763994693756103516e+00,-3.694120645523071289e+00,-4.815228462219238281e+00,-6.245331764221191406e+00,-5.539783477783203125e+00,-2.763994693756103516e+00,-3.694120645523071289e+00,-4.815228462219238281e+00,-6.245331764221191406e+00,-5.539783477783203125e+00,-2.763994693756103516e+00,-3.694120645523071289e+00,-4.815228462219238281e+00,-6.245331764221191406e+00,-5.539783477783203125e+00,-2.763994693756103516e+00,-3.694120645523071289e+00
-4.182276248931884766e+00,-5.371425151824951172e+00,-5.214767456054687500e+00,-5.808939456939697266e+00,-1.430942893028259277e+00,-4.182276248931884766e+00,-5.371425151824951172e+00,-5.214767456054687500e+00,-5.808939456939697266e+00,-1.430942893028259277e+00,-4.182276248931884766e+00,-5.371425151824951172e+00,-5.214767456054687500e+00,-5.808939456939697266e+00,-1.430942893028259277e+00,-4.182276248931884766e+00,-5.371425151824951172e+00,-5.214767456054687500e+00,-5.808939456939697266e+00,-1.430942893028259277e+00,-4.182276248931884766e+00,-5.371425151824951172e+00,-5.214767456054687500e+00,-5.808939456939697266e+00,-1.430942893028259277e+00
-3.744022369384765625e+00,-5.158856868743896484e+00,-4.581889629364013672e+00,-3.793661832809448242e+00,-4.442286491394042969e+00,-3.744022369384765625e+00,-5.158856868743896484e+00,-4.581889629364013672e+00,-3.793661832809448242e+00,-4.442286491394042969e+00,-3.744022369384765625e+00,-5.158856868743896484e+00,-4.581889629364013672e+00,-3.793661832809448242e+00,-4.442286491394042969e+00,-3.744022369384765625e+00,-5.158856868743896484e+00,-4.581889629364013672e+00,-3.793661832809448242e+00,-4.442286491394042969e+00,-3.744022369384765625e+00,-5.158856868743896484e+00,-4.581889629364013672e+00,-3.793661832809448242e+00,-4.442286491394042969e+00
-3.464521646499633789e+00,-5.871590614318847656e+00,-5.526990890502929688e+00,-3.974744558334350586e+00,-4.890146255493164062e+00,-3.464521646499633789e+00,-5.871590614318847656e+00,-5.526990890502929688e+00,-3.974744558334350586e+00,-4.890146255493164062e+00,-3.464521646499633789e+00,-5.871590614318847656e+00,-5.526990890502929688e+00,-3.974744558334350586e+00,-4.890146255493164062e+00,-3.464521646499633789e+00,-5.871590614318847656e+00,-5.526990890502929688e+00,-3.974744558334350586e+00,-4.890146255493164062e+00,-3.464521646499633789e+00,-5.871590614318847656e+00,-5.526990890502929688e+00,-3.974744558334350586e+00,-4.890146255493164062e+00
